Time,Run-time,Time Since Faults Occurred,Is-Ready Power Status,Errors Present,Discharge-Enable Output Active,Charger-Safety Output Active,DCL Reduced Due To SOC,DCL Reduced Due To Cell Resistance,DCL Reduced Due To Temperature,CCL Zero Because Charge Complete,Maximum cell number,Pack charge current limit,Pack discharge current limit,Pack amperage (current)
Fri Mar 31 18:43:15 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:15 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:15 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:15 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4988.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:16 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4989.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:17 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4990.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:18 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4991.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:19 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4992.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:20 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4993.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:21 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4994.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:22 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4995.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:23 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4996.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:24 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4997.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:25 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4998.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:26 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,4999.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:27 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5000.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:28 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5001.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:29 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5002.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.100000
Fri Mar 31 18:43:30 IST 2023,5003.000000,83.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,48.000000,0.000000,0.000000,0.000000
